"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12","Блокировка входа с неверным паролем","tests.api","Tue Mar 31 07:23:07 UTC 2026","passed","Tue Mar 31 07:23:07 UTC 2026","","test_auth_api","",""
"","34378","Успешное добавление кроссовок через форму","tests.ui","Tue Mar 31 07:23:08 UTC 2026","broken","Tue Mar 31 07:23:42 UTC 2026","","test_inventory_ui","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_carts_api","",""
"","0","Проверка создания товара с разными ценами","tests.api","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_products_api","",""
"","0","Проверка создания товара с разными ценами","tests.api","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_products_api","",""
"","0","Проверка создания товара с разными ценами","tests.api","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_products_api","",""
"","0","Ошибка создания товара без названия","tests.api","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_products_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","Tue Mar 31 07:23:07 UTC 2026","passed","Tue Mar 31 07:23:07 UTC 2026","","test_orders_api","",""
"","5","Блокировка входа с пустыми полями","tests.api","Tue Mar 31 07:23:07 UTC 2026","passed","Tue Mar 31 07:23:07 UTC 2026","","test_auth_api","",""
"","30316","Отмена создания товара закрывает форму без сохранения","tests.ui","Tue Mar 31 07:24:44 UTC 2026","broken","Tue Mar 31 07:25:14 UTC 2026","","test_inventory_ui","",""
"","30358","Проверка появления ошибки при неверном пароле","tests.ui","Tue Mar 31 07:25:15 UTC 2026","broken","Tue Mar 31 07:25:45 UTC 2026","","test_login_ui","",""
"","0","Проверка создания товара с разными ценами","tests.api","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_products_api","",""
"","1","Фильтрация таблицы через строку поиска","tests.ui","Tue Mar 31 07:23:42 UTC 2026","broken","Tue Mar 31 07:23:42 UTC 2026","","test_inventory_ui","",""
"","0","Попытка добавить реальный товар в фейковую корзину","tests.api","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_carts_api","",""
"","0","Успешное получение списка заказов администратором","tests.api","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_orders_api","",""
"","0","Ошибка при запросе несуществующего заказа","tests.api","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_orders_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_carts_api","",""
"","1","Проверка создания товара с разными ценами","tests.api","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_products_api","",""
"","32","Успешный вход с правильными данными","tests.api","Tue Mar 31 07:23:07 UTC 2026","failed","Tue Mar 31 07:23:07 UTC 2026","","test_auth_api","",""
"","30869","Проверка переключения страниц (Next / Previous)","tests.ui","Tue Mar 31 07:23:42 UTC 2026","broken","Tue Mar 31 07:24:13 UTC 2026","","test_inventory_ui","",""
"","1","Успешное добавление лимитированного товара в корзину покупателя","tests.e2e","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_checkout_flow","",""
"","30352","Отображение заглушки при поиске несуществующего товара","tests.ui","Tue Mar 31 07:24:13 UTC 2026","broken","Tue Mar 31 07:24:44 UTC 2026","","test_inventory_ui","",""
"","0","Попытка удаления товара без токена","tests.api","Tue Mar 31 07:23:07 UTC 2026","passed","Tue Mar 31 07:23:07 UTC 2026","","test_products_api","",""
"","30309","Ошибка при попытке входа с пустыми полями","tests.ui","Tue Mar 31 07:25:45 UTC 2026","broken","Tue Mar 31 07:26:15 UTC 2026","","test_login_ui","",""
"","0","Успешное создание нового кроссовка","tests.api","Tue Mar 31 07:23:07 UTC 2026","broken","Tue Mar 31 07:23:07 UTC 2026","","test_products_api","",""
