"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","Проверка создания товара с разными ценами","tests.api","2026-08-28","passed","2026-08-28","","test_products_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","2026-08-28","passed","2026-08-28","","test_orders_api","",""
"","1","Попытка удаления товара без токена","tests.api","2026-08-28","passed","2026-08-28","","test_products_api","",""
"","120","Проверка создания товара с разными ценами","tests.api","2026-08-28","passed","2026-08-28","","test_products_api","",""
"","117","Проверка создания товара с разными ценами","tests.api","2026-08-28","passed","2026-08-28","","test_products_api","",""
"","4","Блокировка входа с пустыми полями","tests.api","2026-08-28","passed","2026-08-28","","test_auth_api","",""
"","114","Успешный вход с правильными данными","tests.api","2026-08-28","passed","2026-08-28","","test_auth_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","2026-08-28","broken","2026-08-28","","test_carts_api","",""
"","126","Проверка создания товара с разными ценами","tests.api","2026-08-28","passed","2026-08-28","","test_products_api","",""
"","5","Ошибка создания товара без названия","tests.api","2026-08-28","passed","2026-08-28","","test_products_api","",""
"","13","Успешное получение списка заказов администратором","tests.api","2026-08-28","passed","2026-08-28","","test_orders_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","2026-08-28","broken","2026-08-28","","test_carts_api","",""
"","88","Блокировка входа с неверным паролем","tests.api","2026-08-28","passed","2026-08-28","","test_auth_api","",""
"","288","Успешное создание нового кроссовка","tests.api","2026-08-28","passed","2026-08-28","","test_products_api","",""
"","120","Проверка создания товара с разными ценами","tests.api","2026-08-28","passed","2026-08-28","","test_products_api","",""
"","23","Ошибка при запросе несуществующего заказа","tests.api","2026-08-28","passed","2026-08-28","","test_orders_api","",""
"","259","Попытка добавить реальный товар в фейковую корзину","tests.api","2026-08-28","passed","2026-08-28","","test_carts_api","",""
