"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","135","Проверка создания товара с разными ценами","tests.api","2026-08-18","passed","2026-08-18","","test_products_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","2026-08-18","broken","2026-08-18","","test_carts_api","",""
"","108","Успешный вход с правильными данными","tests.api","2026-08-18","passed","2026-08-18","","test_auth_api","",""
"","5","Ошибка создания товара без названия","tests.api","2026-08-18","passed","2026-08-18","","test_products_api","",""
"","6","Проверка создания товара с разными ценами","tests.api","2026-08-18","passed","2026-08-18","","test_products_api","",""
"","282","Проверка создания товара с разными ценами","tests.api","2026-08-18","passed","2026-08-18","","test_products_api","",""
"","174","Успешное создание нового кроссовка","tests.api","2026-08-18","passed","2026-08-18","","test_products_api","",""
"","429","Проверка создания товара с разными ценами","tests.api","2026-08-18","passed","2026-08-18","","test_products_api","",""
"","0","Попытка удаления товара без токена","tests.api","2026-08-18","passed","2026-08-18","","test_products_api","",""
"","171","Проверка создания товара с разными ценами","tests.api","2026-08-18","passed","2026-08-18","","test_products_api","",""
"","243","Попытка добавить реальный товар в фейковую корзину","tests.api","2026-08-18","passed","2026-08-18","","test_carts_api","",""
"","12","Успешное получение списка заказов администратором","tests.api","2026-08-18","passed","2026-08-18","","test_orders_api","",""
"","5","Блокировка входа с пустыми полями","tests.api","2026-08-18","passed","2026-08-18","","test_auth_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","2026-08-18","broken","2026-08-18","","test_carts_api","",""
"","72","Блокировка входа с неверным паролем","tests.api","2026-08-18","passed","2026-08-18","","test_auth_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","2026-08-18","passed","2026-08-18","","test_orders_api","",""
"","20","Ошибка при запросе несуществующего заказа","tests.api","2026-08-18","passed","2026-08-18","","test_orders_api","",""
