"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Успешный создание корзины и добавление товара","tests.api","Fri Apr 03 11:27:56 UTC 2026","broken","Fri Apr 03 11:27:56 UTC 2026","","test_carts_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","Fri Apr 03 11:27:56 UTC 2026","broken","Fri Apr 03 11:27:56 UTC 2026","","test_carts_api","",""
"","118","Проверка создания товара с разными ценами","tests.api","Fri Apr 03 11:27:57 UTC 2026","passed","Fri Apr 03 11:27:57 UTC 2026","","test_products_api","",""
"","0","Попытка удаления товара без токена","tests.api","Fri Apr 03 11:27:58 UTC 2026","passed","Fri Apr 03 11:27:58 UTC 2026","","test_products_api","",""
"","6","Ошибка создания товара без названия","tests.api","Fri Apr 03 11:27:58 UTC 2026","passed","Fri Apr 03 11:27:58 UTC 2026","","test_products_api","",""
"","112","Проверка создания товара с разными ценами","tests.api","Fri Apr 03 11:27:58 UTC 2026","passed","Fri Apr 03 11:27:58 UTC 2026","","test_products_api","",""
"","19","Блокировка входа с пустыми полями","tests.api","Fri Apr 03 11:27:56 UTC 2026","passed","Fri Apr 03 11:27:56 UTC 2026","","test_auth_api","",""
"","111","Проверка создания товара с разными ценами","tests.api","Fri Apr 03 11:27:57 UTC 2026","passed","Fri Apr 03 11:27:57 UTC 2026","","test_products_api","",""
"","88","Блокировка входа с неверным паролем","tests.api","Fri Apr 03 11:27:56 UTC 2026","passed","Fri Apr 03 11:27:56 UTC 2026","","test_auth_api","",""
"","247","Попытка добавить реальный товар в фейковую корзину","tests.api","Fri Apr 03 11:27:56 UTC 2026","passed","Fri Apr 03 11:27:57 UTC 2026","","test_carts_api","",""
"","5","Проверка создания товара с разными ценами","tests.api","Fri Apr 03 11:27:58 UTC 2026","passed","Fri Apr 03 11:27:58 UTC 2026","","test_products_api","",""
"","123","Успешный вход с правильными данными","tests.api","Fri Apr 03 11:27:56 UTC 2026","passed","Fri Apr 03 11:27:56 UTC 2026","","test_auth_api","",""
"","113","Проверка создания товара с разными ценами","tests.api","Fri Apr 03 11:27:58 UTC 2026","passed","Fri Apr 03 11:27:58 UTC 2026","","test_products_api","",""
"","125","Успешное создание нового кроссовка","tests.api","Fri Apr 03 11:27:57 UTC 2026","passed","Fri Apr 03 11:27:57 UTC 2026","","test_products_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","Fri Apr 03 11:27:57 UTC 2026","passed","Fri Apr 03 11:27:57 UTC 2026","","test_orders_api","",""
"","25","Ошибка при запросе несуществующего заказа","tests.api","Fri Apr 03 11:27:57 UTC 2026","passed","Fri Apr 03 11:27:57 UTC 2026","","test_orders_api","",""
"","15","Успешное получение списка заказов администратором","tests.api","Fri Apr 03 11:27:57 UTC 2026","passed","Fri Apr 03 11:27:57 UTC 2026","","test_orders_api","",""
