"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","122","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 08:53:06 UTC 2026","passed","Wed Apr 01 08:53:07 UTC 2026","","test_products_api","",""
"","112","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 08:53:07 UTC 2026","passed","Wed Apr 01 08:53:07 UTC 2026","","test_products_api","",""
"","110","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 08:53:07 UTC 2026","passed","Wed Apr 01 08:53:07 UTC 2026","","test_products_api","",""
"","18","Блокировка входа с пустыми полями","tests.api","Wed Apr 01 08:53:05 UTC 2026","passed","Wed Apr 01 08:53:05 UTC 2026","","test_auth_api","",""
"","121","Успешный вход с правильными данными","tests.api","Wed Apr 01 08:53:05 UTC 2026","passed","Wed Apr 01 08:53:05 UTC 2026","","test_auth_api","",""
"","120","Успешное создание нового кроссовка","tests.api","Wed Apr 01 08:53:06 UTC 2026","passed","Wed Apr 01 08:53:06 UTC 2026","","test_products_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","Wed Apr 01 08:53:05 UTC 2026","broken","Wed Apr 01 08:53:05 UTC 2026","","test_carts_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","Wed Apr 01 08:53:05 UTC 2026","broken","Wed Apr 01 08:53:05 UTC 2026","","test_carts_api","",""
"","0","Попытка удаления товара без токена","tests.api","Wed Apr 01 08:53:07 UTC 2026","passed","Wed Apr 01 08:53:07 UTC 2026","","test_products_api","",""
"","212","Попытка добавить реальный товар в фейковую корзину","tests.api","Wed Apr 01 08:53:06 UTC 2026","passed","Wed Apr 01 08:53:06 UTC 2026","","test_carts_api","",""
"","26","Ошибка при запросе несуществующего заказа","tests.api","Wed Apr 01 08:53:06 UTC 2026","passed","Wed Apr 01 08:53:06 UTC 2026","","test_orders_api","",""
"","17","Успешное получение списка заказов администратором","tests.api","Wed Apr 01 08:53:06 UTC 2026","passed","Wed Apr 01 08:53:06 UTC 2026","","test_orders_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","Wed Apr 01 08:53:06 UTC 2026","passed","Wed Apr 01 08:53:06 UTC 2026","","test_orders_api","",""
"","7","Ошибка создания товара без названия","tests.api","Wed Apr 01 08:53:07 UTC 2026","passed","Wed Apr 01 08:53:07 UTC 2026","","test_products_api","",""
"","93","Блокировка входа с неверным паролем","tests.api","Wed Apr 01 08:53:05 UTC 2026","passed","Wed Apr 01 08:53:05 UTC 2026","","test_auth_api","",""
"","6","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 08:53:07 UTC 2026","passed","Wed Apr 01 08:53:07 UTC 2026","","test_products_api","",""
"","105","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 08:53:07 UTC 2026","passed","Wed Apr 01 08:53:07 UTC 2026","","test_products_api","",""
