"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","113","Блокировка входа с неверным паролем","tests.api","2026-08-31","passed","2026-08-31","","test_auth_api","",""
"","6","Блокировка входа с пустыми полями","tests.api","2026-08-31","passed","2026-08-31","","test_auth_api","",""
"","261","Попытка добавить реальный товар в фейковую корзину","tests.api","2026-08-31","passed","2026-08-31","","test_carts_api","",""
"","202","Проверка создания товара с разными ценами","tests.api","2026-08-31","passed","2026-08-31","","test_products_api","",""
"","7","Проверка создания товара с разными ценами","tests.api","2026-08-31","passed","2026-08-31","","test_products_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","2026-08-31","passed","2026-08-31","","test_orders_api","",""
"","27","Ошибка при запросе несуществующего заказа","tests.api","2026-08-31","passed","2026-08-31","","test_orders_api","",""
"","18","Успешное получение списка заказов администратором","tests.api","2026-08-31","passed","2026-08-31","","test_orders_api","",""
"","147","Проверка создания товара с разными ценами","tests.api","2026-08-31","passed","2026-08-31","","test_products_api","",""
"","0","Попытка удаления товара без токена","tests.api","2026-08-31","passed","2026-08-31","","test_products_api","",""
"","162","Успешное создание нового кроссовка","tests.api","2026-08-31","passed","2026-08-31","","test_products_api","",""
"","149","Проверка создания товара с разными ценами","tests.api","2026-08-31","passed","2026-08-31","","test_products_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","2026-08-31","broken","2026-08-31","","test_carts_api","",""
"","156","Проверка создания товара с разными ценами","tests.api","2026-08-31","passed","2026-08-31","","test_products_api","",""
"","144","Успешный вход с правильными данными","tests.api","2026-08-31","passed","2026-08-31","","test_auth_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","2026-08-31","broken","2026-08-31","","test_carts_api","",""
"","7","Ошибка создания товара без названия","tests.api","2026-08-31","passed","2026-08-31","","test_products_api","",""
