"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","174","Успешное создание нового кроссовка","tests.api","2026-08-26","passed","2026-08-26","","test_products_api","",""
"","170","Проверка создания товара с разными ценами","tests.api","2026-08-26","passed","2026-08-26","","test_products_api","",""
"","6","Проверка создания товара с разными ценами","tests.api","2026-08-26","passed","2026-08-26","","test_products_api","",""
"","6","Ошибка создания товара без названия","tests.api","2026-08-26","passed","2026-08-26","","test_products_api","",""
"","1","Попытка получить список заказов без авторизации","tests.api","2026-08-26","passed","2026-08-26","","test_orders_api","",""
"","156","Проверка создания товара с разными ценами","tests.api","2026-08-26","passed","2026-08-26","","test_products_api","",""
"","0","Попытка удаления товара без токена","tests.api","2026-08-26","passed","2026-08-26","","test_products_api","",""
"","99","Блокировка входа с неверным паролем","tests.api","2026-08-26","passed","2026-08-26","","test_auth_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","2026-08-26","broken","2026-08-26","","test_carts_api","",""
"","6","Блокировка входа с пустыми полями","tests.api","2026-08-26","passed","2026-08-26","","test_auth_api","",""
"","31","Ошибка при запросе несуществующего заказа","tests.api","2026-08-26","passed","2026-08-26","","test_orders_api","",""
"","38","Успешное получение списка заказов администратором","tests.api","2026-08-26","passed","2026-08-26","","test_orders_api","",""
"","274","Попытка добавить реальный товар в фейковую корзину","tests.api","2026-08-26","passed","2026-08-26","","test_carts_api","",""
"","148","Проверка создания товара с разными ценами","tests.api","2026-08-26","passed","2026-08-26","","test_products_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","2026-08-26","broken","2026-08-26","","test_carts_api","",""
"","129","Успешный вход с правильными данными","tests.api","2026-08-26","passed","2026-08-26","","test_auth_api","",""
"","139","Проверка создания товара с разными ценами","tests.api","2026-08-26","passed","2026-08-26","","test_products_api","",""
