"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Попытка удаления товара без токена","tests.api","2026-08-21","passed","2026-08-21","","test_products_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","2026-08-21","broken","2026-08-21","","test_carts_api","",""
"","6","Ошибка создания товара без названия","tests.api","2026-08-21","passed","2026-08-21","","test_products_api","",""
"","700","Проверка создания товара с разными ценами","tests.api","2026-08-21","passed","2026-08-21","","test_products_api","",""
"","19","Ошибка при запросе несуществующего заказа","tests.api","2026-08-21","passed","2026-08-21","","test_orders_api","",""
"","341","Проверка создания товара с разными ценами","tests.api","2026-08-21","passed","2026-08-21","","test_products_api","",""
"","14","Успешное получение списка заказов администратором","tests.api","2026-08-21","passed","2026-08-21","","test_orders_api","",""
"","6","Проверка создания товара с разными ценами","tests.api","2026-08-21","passed","2026-08-21","","test_products_api","",""
"","205","Успешное создание нового кроссовка","tests.api","2026-08-21","passed","2026-08-21","","test_products_api","",""
"","132","Успешный вход с правильными данными","tests.api","2026-08-21","passed","2026-08-21","","test_auth_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","2026-08-21","passed","2026-08-21","","test_orders_api","",""
"","5","Блокировка входа с пустыми полями","tests.api","2026-08-21","passed","2026-08-21","","test_auth_api","",""
"","79","Блокировка входа с неверным паролем","tests.api","2026-08-21","passed","2026-08-21","","test_auth_api","",""
"","134","Проверка создания товара с разными ценами","tests.api","2026-08-21","passed","2026-08-21","","test_products_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","2026-08-21","broken","2026-08-21","","test_carts_api","",""
"","149","Проверка создания товара с разными ценами","tests.api","2026-08-21","passed","2026-08-21","","test_products_api","",""
"","219","Попытка добавить реальный товар в фейковую корзину","tests.api","2026-08-21","passed","2026-08-21","","test_carts_api","",""
