"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 09:38:44 UTC 2026","passed","Wed Apr 01 09:38:44 UTC 2026","","test_products_api","",""
"","146","Успешное создание нового кроссовка","tests.api","Wed Apr 01 09:38:43 UTC 2026","passed","Wed Apr 01 09:38:43 UTC 2026","","test_products_api","",""
"","34","Ошибка при запросе несуществующего заказа","tests.api","Wed Apr 01 09:38:43 UTC 2026","passed","Wed Apr 01 09:38:43 UTC 2026","","test_orders_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","Wed Apr 01 09:38:42 UTC 2026","broken","Wed Apr 01 09:38:42 UTC 2026","","test_carts_api","",""
"","229","Попытка добавить реальный товар в фейковую корзину","tests.api","Wed Apr 01 09:38:42 UTC 2026","passed","Wed Apr 01 09:38:43 UTC 2026","","test_carts_api","",""
"","140","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 09:38:43 UTC 2026","passed","Wed Apr 01 09:38:43 UTC 2026","","test_products_api","",""
"","120","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 09:38:44 UTC 2026","passed","Wed Apr 01 09:38:44 UTC 2026","","test_products_api","",""
"","126","Успешный вход с правильными данными","tests.api","Wed Apr 01 09:38:42 UTC 2026","passed","Wed Apr 01 09:38:42 UTC 2026","","test_auth_api","",""
"","136","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 09:38:44 UTC 2026","passed","Wed Apr 01 09:38:44 UTC 2026","","test_products_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","Wed Apr 01 09:38:43 UTC 2026","passed","Wed Apr 01 09:38:43 UTC 2026","","test_orders_api","",""
"","143","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 09:38:43 UTC 2026","passed","Wed Apr 01 09:38:44 UTC 2026","","test_products_api","",""
"","102","Блокировка входа с неверным паролем","tests.api","Wed Apr 01 09:38:42 UTC 2026","passed","Wed Apr 01 09:38:42 UTC 2026","","test_auth_api","",""
"","8","Ошибка создания товара без названия","tests.api","Wed Apr 01 09:38:44 UTC 2026","passed","Wed Apr 01 09:38:44 UTC 2026","","test_products_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","Wed Apr 01 09:38:42 UTC 2026","broken","Wed Apr 01 09:38:42 UTC 2026","","test_carts_api","",""
"","17","Успешное получение списка заказов администратором","tests.api","Wed Apr 01 09:38:43 UTC 2026","passed","Wed Apr 01 09:38:43 UTC 2026","","test_orders_api","",""
"","0","Попытка удаления товара без токена","tests.api","Wed Apr 01 09:38:44 UTC 2026","passed","Wed Apr 01 09:38:44 UTC 2026","","test_products_api","",""
"","47","Блокировка входа с пустыми полями","tests.api","Wed Apr 01 09:38:42 UTC 2026","passed","Wed Apr 01 09:38:42 UTC 2026","","test_auth_api","",""
