"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25","Ошибка при запросе несуществующего заказа","tests.api","Wed Apr 01 09:10:00 UTC 2026","passed","Wed Apr 01 09:10:00 UTC 2026","","test_orders_api","",""
"","108","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 09:10:01 UTC 2026","passed","Wed Apr 01 09:10:01 UTC 2026","","test_products_api","",""
"","19","Блокировка входа с пустыми полями","tests.api","Wed Apr 01 09:09:59 UTC 2026","passed","Wed Apr 01 09:09:59 UTC 2026","","test_auth_api","",""
"","131","Успешный вход с правильными данными","tests.api","Wed Apr 01 09:09:59 UTC 2026","passed","Wed Apr 01 09:09:59 UTC 2026","","test_auth_api","",""
"","0","Попытка удаления товара без токена","tests.api","Wed Apr 01 09:10:01 UTC 2026","passed","Wed Apr 01 09:10:01 UTC 2026","","test_products_api","",""
"","108","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 09:10:01 UTC 2026","passed","Wed Apr 01 09:10:01 UTC 2026","","test_products_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","Wed Apr 01 09:09:59 UTC 2026","broken","Wed Apr 01 09:09:59 UTC 2026","","test_carts_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","Wed Apr 01 09:10:00 UTC 2026","passed","Wed Apr 01 09:10:00 UTC 2026","","test_orders_api","",""
"","88","Блокировка входа с неверным паролем","tests.api","Wed Apr 01 09:09:59 UTC 2026","passed","Wed Apr 01 09:09:59 UTC 2026","","test_auth_api","",""
"","8","Ошибка создания товара без названия","tests.api","Wed Apr 01 09:10:01 UTC 2026","passed","Wed Apr 01 09:10:01 UTC 2026","","test_products_api","",""
"","124","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 09:10:00 UTC 2026","passed","Wed Apr 01 09:10:00 UTC 2026","","test_products_api","",""
"","207","Попытка добавить реальный товар в фейковую корзину","tests.api","Wed Apr 01 09:10:00 UTC 2026","passed","Wed Apr 01 09:10:00 UTC 2026","","test_carts_api","",""
"","116","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 09:10:01 UTC 2026","passed","Wed Apr 01 09:10:01 UTC 2026","","test_products_api","",""
"","7","Проверка создания товара с разными ценами","tests.api","Wed Apr 01 09:10:01 UTC 2026","passed","Wed Apr 01 09:10:01 UTC 2026","","test_products_api","",""
"","15","Успешное получение списка заказов администратором","tests.api","Wed Apr 01 09:10:00 UTC 2026","passed","Wed Apr 01 09:10:00 UTC 2026","","test_orders_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","Wed Apr 01 09:09:59 UTC 2026","broken","Wed Apr 01 09:09:59 UTC 2026","","test_carts_api","",""
"","109","Успешное создание нового кроссовка","tests.api","Wed Apr 01 09:10:00 UTC 2026","passed","Wed Apr 01 09:10:00 UTC 2026","","test_products_api","",""
