"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Попытка получить список заказов без авторизации","tests.api","2026-09-08","passed","2026-09-08","","test_orders_api","",""
"","138","Проверка создания товара с разными ценами","tests.api","2026-09-08","passed","2026-09-08","","test_products_api","",""
"","189","Проверка создания товара с разными ценами","tests.api","2026-09-08","passed","2026-09-08","","test_products_api","",""
"","22","Ошибка при запросе несуществующего заказа","tests.api","2026-09-08","passed","2026-09-08","","test_orders_api","",""
"","221","Попытка добавить реальный товар в фейковую корзину","tests.api","2026-09-08","passed","2026-09-08","","test_carts_api","",""
"","15","Успешное получение списка заказов администратором","tests.api","2026-09-08","passed","2026-09-08","","test_orders_api","",""
"","152","Проверка создания товара с разными ценами","tests.api","2026-09-08","passed","2026-09-08","","test_products_api","",""
"","159","Проверка создания товара с разными ценами","tests.api","2026-09-08","passed","2026-09-08","","test_products_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","2026-09-08","broken","2026-09-08","","test_carts_api","",""
"","7","Ошибка создания товара без названия","tests.api","2026-09-08","passed","2026-09-08","","test_products_api","",""
"","109","Успешный вход с правильными данными","tests.api","2026-09-08","passed","2026-09-08","","test_auth_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","2026-09-08","broken","2026-09-08","","test_carts_api","",""
"","132","Успешное создание нового кроссовка","tests.api","2026-09-08","passed","2026-09-08","","test_products_api","",""
"","4","Блокировка входа с пустыми полями","tests.api","2026-09-08","passed","2026-09-08","","test_auth_api","",""
"","77","Блокировка входа с неверным паролем","tests.api","2026-09-08","passed","2026-09-08","","test_auth_api","",""
"","0","Попытка удаления товара без токена","tests.api","2026-09-08","passed","2026-09-08","","test_products_api","",""
"","5","Проверка создания товара с разными ценами","tests.api","2026-09-08","passed","2026-09-08","","test_products_api","",""
