"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Успешный создание корзины и добавление товара","tests.api","Mon Apr 06 11:40:26 UTC 2026","broken","Mon Apr 06 11:40:26 UTC 2026","","test_carts_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","Mon Apr 06 11:40:27 UTC 2026","passed","Mon Apr 06 11:40:27 UTC 2026","","test_orders_api","",""
"","26","Ошибка при запросе несуществующего заказа","tests.api","Mon Apr 06 11:40:27 UTC 2026","passed","Mon Apr 06 11:40:27 UTC 2026","","test_orders_api","",""
"","146","Проверка создания товара с разными ценами","tests.api","Mon Apr 06 11:40:27 UTC 2026","passed","Mon Apr 06 11:40:27 UTC 2026","","test_products_api","",""
"","5","Проверка создания товара с разными ценами","tests.api","Mon Apr 06 11:40:28 UTC 2026","passed","Mon Apr 06 11:40:28 UTC 2026","","test_products_api","",""
"","7","Ошибка создания товара без названия","tests.api","Mon Apr 06 11:40:28 UTC 2026","passed","Mon Apr 06 11:40:28 UTC 2026","","test_products_api","",""
"","130","Проверка создания товара с разными ценами","tests.api","Mon Apr 06 11:40:27 UTC 2026","passed","Mon Apr 06 11:40:27 UTC 2026","","test_products_api","",""
"","114","Проверка создания товара с разными ценами","tests.api","Mon Apr 06 11:40:27 UTC 2026","passed","Mon Apr 06 11:40:27 UTC 2026","","test_products_api","",""
"","139","Успешное создание нового кроссовка","tests.api","Mon Apr 06 11:40:27 UTC 2026","passed","Mon Apr 06 11:40:27 UTC 2026","","test_products_api","",""
"","0","Попытка удаления товара без токена","tests.api","Mon Apr 06 11:40:28 UTC 2026","passed","Mon Apr 06 11:40:28 UTC 2026","","test_products_api","",""
"","17","Успешное получение списка заказов администратором","tests.api","Mon Apr 06 11:40:26 UTC 2026","passed","Mon Apr 06 11:40:26 UTC 2026","","test_orders_api","",""
"","216","Попытка добавить реальный товар в фейковую корзину","tests.api","Mon Apr 06 11:40:26 UTC 2026","passed","Mon Apr 06 11:40:26 UTC 2026","","test_carts_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","Mon Apr 06 11:40:26 UTC 2026","broken","Mon Apr 06 11:40:26 UTC 2026","","test_carts_api","",""
"","125","Проверка создания товара с разными ценами","tests.api","Mon Apr 06 11:40:28 UTC 2026","passed","Mon Apr 06 11:40:28 UTC 2026","","test_products_api","",""
"","19","Блокировка входа с пустыми полями","tests.api","Mon Apr 06 11:40:26 UTC 2026","passed","Mon Apr 06 11:40:26 UTC 2026","","test_auth_api","",""
"","123","Успешный вход с правильными данными","tests.api","Mon Apr 06 11:40:25 UTC 2026","passed","Mon Apr 06 11:40:26 UTC 2026","","test_auth_api","",""
"","88","Блокировка входа с неверным паролем","tests.api","Mon Apr 06 11:40:26 UTC 2026","passed","Mon Apr 06 11:40:26 UTC 2026","","test_auth_api","",""
