"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","2026-08-14","broken","2026-08-14","","test_carts_api","",""
"","136","Успешный вход с правильными данными","tests.api","2026-08-14","passed","2026-08-14","","test_auth_api","",""
"","161","Проверка создания товара с разными ценами","tests.api","2026-08-14","passed","2026-08-14","","test_products_api","",""
"","160","Успешное создание нового кроссовка","tests.api","2026-08-14","passed","2026-08-14","","test_products_api","",""
"","89","Блокировка входа с неверным паролем","tests.api","2026-08-14","passed","2026-08-14","","test_auth_api","",""
"","16","Успешное получение списка заказов администратором","tests.api","2026-08-14","passed","2026-08-14","","test_orders_api","",""
"","7","Ошибка создания товара без названия","tests.api","2026-08-14","passed","2026-08-14","","test_products_api","",""
"","265","Попытка добавить реальный товар в фейковую корзину","tests.api","2026-08-14","passed","2026-08-14","","test_carts_api","",""
"","24","Ошибка при запросе несуществующего заказа","tests.api","2026-08-14","passed","2026-08-14","","test_orders_api","",""
"","164","Проверка создания товара с разными ценами","tests.api","2026-08-14","passed","2026-08-14","","test_products_api","",""
"","0","Попытка удаления товара без токена","tests.api","2026-08-14","passed","2026-08-14","","test_products_api","",""
"","6","Проверка создания товара с разными ценами","tests.api","2026-08-14","passed","2026-08-14","","test_products_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","2026-08-14","broken","2026-08-14","","test_carts_api","",""
"","147","Проверка создания товара с разными ценами","tests.api","2026-08-14","passed","2026-08-14","","test_products_api","",""
"","5","Блокировка входа с пустыми полями","tests.api","2026-08-14","passed","2026-08-14","","test_auth_api","",""
"","1","Попытка получить список заказов без авторизации","tests.api","2026-08-14","passed","2026-08-14","","test_orders_api","",""
"","140","Проверка создания товара с разными ценами","tests.api","2026-08-14","passed","2026-08-14","","test_products_api","",""
