"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Попытка удаления товара без токена","tests.api","Tue Apr 07 12:03:45 UTC 2026","passed","Tue Apr 07 12:03:45 UTC 2026","","test_products_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","Tue Apr 07 12:03:43 UTC 2026","broken","Tue Apr 07 12:03:43 UTC 2026","","test_carts_api","",""
"","270","Попытка добавить реальный товар в фейковую корзину","tests.api","Tue Apr 07 12:03:43 UTC 2026","passed","Tue Apr 07 12:03:43 UTC 2026","","test_carts_api","",""
"","5","Блокировка входа с пустыми полями","tests.api","Tue Apr 07 12:03:43 UTC 2026","passed","Tue Apr 07 12:03:43 UTC 2026","","test_auth_api","",""
"","111","Проверка создания товара с разными ценами","tests.api","Tue Apr 07 12:03:44 UTC 2026","passed","Tue Apr 07 12:03:44 UTC 2026","","test_products_api","",""
"","125","Успешный вход с правильными данными","tests.api","Tue Apr 07 12:03:42 UTC 2026","passed","Tue Apr 07 12:03:43 UTC 2026","","test_auth_api","",""
"","113","Проверка создания товара с разными ценами","tests.api","Tue Apr 07 12:03:44 UTC 2026","passed","Tue Apr 07 12:03:44 UTC 2026","","test_products_api","",""
"","6","Проверка создания товара с разными ценами","tests.api","Tue Apr 07 12:03:45 UTC 2026","passed","Tue Apr 07 12:03:45 UTC 2026","","test_products_api","",""
"","28","Ошибка при запросе несуществующего заказа","tests.api","Tue Apr 07 12:03:44 UTC 2026","passed","Tue Apr 07 12:03:44 UTC 2026","","test_orders_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","Tue Apr 07 12:03:43 UTC 2026","broken","Tue Apr 07 12:03:43 UTC 2026","","test_carts_api","",""
"","103","Проверка создания товара с разными ценами","tests.api","Tue Apr 07 12:03:44 UTC 2026","passed","Tue Apr 07 12:03:45 UTC 2026","","test_products_api","",""
"","1","Попытка получить список заказов без авторизации","tests.api","Tue Apr 07 12:03:44 UTC 2026","passed","Tue Apr 07 12:03:44 UTC 2026","","test_orders_api","",""
"","112","Успешное создание нового кроссовка","tests.api","Tue Apr 07 12:03:44 UTC 2026","passed","Tue Apr 07 12:03:44 UTC 2026","","test_products_api","",""
"","126","Проверка создания товара с разными ценами","tests.api","Tue Apr 07 12:03:44 UTC 2026","passed","Tue Apr 07 12:03:44 UTC 2026","","test_products_api","",""
"","86","Блокировка входа с неверным паролем","tests.api","Tue Apr 07 12:03:43 UTC 2026","passed","Tue Apr 07 12:03:43 UTC 2026","","test_auth_api","",""
"","6","Ошибка создания товара без названия","tests.api","Tue Apr 07 12:03:45 UTC 2026","passed","Tue Apr 07 12:03:45 UTC 2026","","test_products_api","",""
"","16","Успешное получение списка заказов администратором","tests.api","Tue Apr 07 12:03:43 UTC 2026","passed","Tue Apr 07 12:03:43 UTC 2026","","test_orders_api","",""
